,next_victim_is_yellow,condition_within_Ss,next_victim_triaged_distance,sat_tendency,remain_yellow_victim,time_elapsed_minutes,cur_room_yellow_victims,cur_room_green_victims,next_room_has_yellow_victim,condition_between_Ss,trial_id
83,False,hard mission Falcon,,5.4,4.0,9.52405,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
84,False,hard mission Falcon,,5.4,4.0,9.612866666666667,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
85,False,hard mission Falcon,,5.4,4.0,9.713283333333333,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
86,False,hard mission Falcon,,5.4,4.0,9.7968,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
87,False,hard mission Falcon,,5.4,4.0,9.822316666666667,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
88,False,hard mission Falcon,,5.4,4.0,9.839316666666667,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
89,False,hard mission Falcon,,5.4,4.0,9.9007,0.0,1.0,False,trained about signal & triage tradeoff,trial_id_000009
90,False,hard mission Falcon,,5.4,4.0,9.992583333333334,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
91,False,hard mission Falcon,,5.4,4.0,10.720133333333333,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
92,False,hard mission Falcon,,5.4,4.0,10.749116666666668,0.0,0.0,False,trained about signal & triage tradeoff,trial_id_000009
93,False,hard mission Falcon,,5.4,4.0,10.779866666666667,2.0,1.0,False,trained about signal & triage tradeoff,trial_id_000009
